Name,SexuponOutcome,AnimalType,AgeuponOutcome,Breed,Color,DateTime,Outcome,ID
Dandy,Neutered Male,Dog,3 years,Miniature Poodle Mix,White,2015-11-08 17:57:00,2,3333
Walter,Neutered Male,Cat,6 years,Domestic Medium Hair Mix,White/Blue,2015-09-01 12:42:00,1,3334
Trouble,Intact Female,Dog,1 year,Pit Bull Mix,Blue/White,2014-04-05 18:17:00,3,3335
Nala,Intact Female,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,2015-07-01 14:12:00,0,3336
Trixie,Spayed Female,Dog,1 year,Pit Bull Mix,Fawn/White,2016-02-14 11:05:00,2,3337
Hazel,Spayed Female,Cat,5 months,Domestic Shorthair Mix,Calico,2015-12-13 16:21:00,0,3338
Bo,Neutered Male,Dog,2 months,German Shepherd/Border Collie,Tricolor,2014-10-07 19:32:00,0,3339
Kermit,Intact Male,Dog,12 years,Chihuahua Shorthair Mix,Sable,2015-10-13 19:00:00,0,3340
Jake,Neutered Male,Cat,2 months,Domestic Shorthair,Orange Tabby/White,2013-12-22 18:04:00,0,3341
Canelo,Neutered Male,Dog,1 year,German Shepherd Mix,Chocolate/Tan,2014-07-25 17:17:00,1,3342
,Neutered Male,Cat,8 years,Domestic Medium Hair Mix,Black/White,2013-10-24 18:52:00,3,3343
Smokey,Neutered Male,Dog,3 years,German Shepherd Mix,Black/Brown,2014-07-19 16:42:00,2,3344
Champ,Neutered Male,Dog,4 years,Labrador Retriever Mix,Brown/White,2015-05-06 17:33:00,2,3345
Barney,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Blue,2013-11-09 11:29:00,0,3346
Wesley,Neutered Male,Cat,5 years,Domestic Shorthair Mix,Black,2014-09-18 14:49:00,1,3347
Scrappy,Neutered Male,Dog,7 years,Chihuahua Shorthair Mix,Black/Brown,2015-08-19 15:59:00,2,3348
Jane,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Torbie/White,2014-10-21 08:31:00,0,3349
Halifax,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,2014-11-04 14:40:00,0,3350
Adelaide,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Tortie/White,2013-11-06 08:56:00,0,3351
Diamond,Spayed Female,Dog,3 years,Pit Bull Mix,Black/White,2015-05-12 11:04:00,2,3352
Para,Spayed Female,Dog,5 years,Cocker Spaniel Mix,Tan/White,2015-11-23 18:45:00,2,3353
Milo,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Orange Tabby/White,2014-07-20 14:32:00,0,3354
Maymay,Spayed Female,Dog,4 years,Labrador Retriever Mix,Brown,2015-05-29 12:08:00,2,3355
,Neutered Male,Cat,2 years,Domestic Shorthair Mix,Black,2015-12-07 19:35:00,1,3356
Tiki,Spayed Female,Dog,7 years,Dachshund Mix,Brown Brindle,2015-09-27 13:19:00,0,3357
Chance,Neutered Male,Dog,3 years,Labrador Retriever Mix,Black/White,2015-02-11 16:55:00,3,3358
Tiny,Neutered Male,Dog,1 month,German Shepherd/Mastiff,Tan,2013-12-18 17:10:00,0,3359
Pumkin,Unknown,Dog,3 years,Australian Shepherd,Black/White,2015-04-12 11:47:00,2,3360
Brad,Neutered Male,Dog,8 years,Chihuahua Shorthair Mix,Brown,2014-09-15 17:23:00,0,3361
Lily,Spayed Female,Dog,2 months,Labrador Retriever Mix,Brown/White,2014-08-16 18:50:00,0,3362
Bastet,Spayed Female,Cat,3 years,Domestic Longhair,Calico,2015-11-06 15:15:00,1,3363
Levon,Neutered Male,Dog,2 years,Chihuahua Shorthair Mix,Brown/White,2015-03-22 18:40:00,2,3364
Pigeon,Spayed Female,Cat,5 years,Domestic Medium Hair Mix,Blue,2015-04-08 15:32:00,1,3365
Caramel,Intact Female,Dog,3 years,Pit Bull Mix,Brown Brindle/White,2014-09-29 15:15:00,3,3366
Tj,Neutered Male,Dog,2 years,Pit Bull Mix,Brown Brindle,2014-12-10 18:14:00,2,3367
,Intact Female,Cat,1 month,Domestic Shorthair Mix,Tortie,2014-05-08 11:23:00,1,3368
Parker,Spayed Female,Dog,3 months,Cardigan Welsh Corgi Mix,Tricolor,2014-06-07 15:25:00,0,3369
Misty,Spayed Female,Dog,4 years,Chihuahua Shorthair Mix,Blue/White,2014-03-11 13:12:00,2,3370
Jasmine,Spayed Female,Cat,8 years,Domestic Shorthair Mix,Calico,2015-01-15 14:28:00,1,3371
,Intact Male,Cat,1 month,Domestic Shorthair Mix,White/Black,2014-09-03 13:21:00,1,3372
,Intact Male,Cat,2 days,Domestic Shorthair Mix,White,2013-10-05 14:17:00,1,3373
,Unknown,Cat,2 days,Domestic Shorthair Mix,Black,2014-09-08 18:51:00,1,3374
,Intact Male,Cat,3 weeks,Domestic Shorthair Mix,Black,2014-09-21 15:28:00,1,3375
Spirit,Spayed Female,Dog,2 years,Border Collie Mix,White/Black,2014-11-04 16:30:00,2,3376
Huck,Neutered Male,Dog,2 months,Chihuahua Shorthair Mix,Tan,2014-10-26 17:00:00,0,3377
Pradagy,Intact Female,Dog,3 years,Pit Bull Mix,Blue,2015-04-12 13:02:00,2,3378
Toto,Neutered Male,Dog,4 years,Chihuahua Longhair Mix,Tan,2014-02-03 12:26:00,2,3379
Princess,Spayed Female,Dog,2 years,Chihuahua Shorthair Mix,Brown/White,2014-05-14 15:40:00,0,3380
,Spayed Female,Dog,2 months,Catahoula Mix,Brown/White,2014-10-09 19:17:00,0,3381
Teddy,Neutered Male,Dog,6 years,Dachshund Mix,Black/White,2015-01-15 17:24:00,1,3382
Trixie,Spayed Female,Dog,1 year,Australian Cattle Dog Mix,Tricolor,2014-04-03 12:20:00,0,3383
,Intact Female,Dog,7 months,Labrador Retriever Mix,Black,2014-06-21 16:47:00,1,3384
Ladybird,Spayed Female,Dog,2 years,Australian Cattle Dog Mix,Blue Merle/Black,2015-12-30 17:21:00,2,3385
Mia,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Black/White,2014-06-03 14:29:00,0,3386
Carolina,Spayed Female,Cat,2 years,Domestic Shorthair Mix,Tortie/White,2015-08-25 18:53:00,0,3387
Music,Intact Female,Dog,2 months,Great Pyrenees/Labrador Retriever,White,2015-07-25 11:40:00,1,3388
Klo Dog,Spayed Female,Dog,7 years,Chihuahua Shorthair/Rat Terrier,White/Tan,2015-05-25 11:26:00,2,3389
Hope,Spayed Female,Cat,13 years,Domestic Longhair Mix,Calico/White,2015-03-04 18:13:00,0,3390
Rocky,Intact Male,Dog,2 years,Labrador Retriever/German Shepherd,Chocolate/White,2014-07-06 16:57:00,0,3391
,Intact Female,Cat,2 weeks,Domestic Shorthair Mix,Black/White,2014-05-14 17:12:00,1,3392
,Neutered Male,Dog,4 years,Maltese Mix,White,2013-11-11 16:57:00,1,3393
Macduff,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Orange Tabby,2014-07-12 20:15:00,0,3394
Lebowski,Neutered Male,Dog,2 years,Pit Bull Mix,Blue/White,2015-03-24 15:47:00,0,3395
,Intact Male,Cat,3 months,Domestic Shorthair Mix,Orange Tabby,2015-10-19 09:00:00,1,3396
Dori,Spayed Female,Dog,6 months,German Shepherd Mix,Tan,2014-06-29 18:54:00,0,3397
Milo,Neutered Male,Dog,2 years,Chihuahua Shorthair Mix,White/Blue Merle,2013-10-20 13:08:00,1,3398
Walter,Neutered Male,Dog,3 years,Staffordshire Mix,White/Chocolate,2015-12-18 16:13:00,0,3399
Rodeo,Neutered Male,Dog,7 years,Labrador Retriever Mix,Tan/White,2013-12-04 15:48:00,3,3400
Dijon,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Orange Tabby,2013-11-10 18:13:00,0,3401
Fuzz,Spayed Female,Cat,8 years,Domestic Shorthair Mix,Black,2014-10-02 11:02:00,0,3402
Bernard,Neutered Male,Dog,8 months,Shih Tzu,Chocolate/Tan,2015-02-17 11:08:00,0,3403
Doji,Spayed Female,Dog,6 years,Siberian Husky/Border Collie,Black/White,2015-08-07 17:17:00,2,3404
Leonard,Neutered Male,Cat,6 years,Siamese Mix,Flame Point,2015-08-26 16:20:00,0,3405
Suey,Intact Male,Dog,4 months,Labrador Retriever Mix,Tan,2015-08-31 11:57:00,1,3406
,Unknown,Cat,2 weeks,Domestic Shorthair Mix,Black/White,2015-07-19 14:25:00,1,3407
Graham,Neutered Male,Cat,5 months,Domestic Shorthair Mix,Black,2015-10-02 17:10:00,0,3408
Bootsy,Neutered Male,Dog,4 years,Queensland Heeler Mix,Red,2015-05-06 17:28:00,2,3409
Momba,Spayed Female,Cat,2 years,Domestic Shorthair Mix,Black,2014-04-02 11:29:00,1,3410
Cat,Spayed Female,Cat,6 years,Maine Coon Mix,Brown Tabby,2014-01-16 13:49:00,2,3411
Xochitl,Intact Female,Dog,2 years,Pit Bull Mix,Orange,2013-11-16 12:43:00,2,3412
,Intact Female,Cat,10 months,Domestic Shorthair Mix,Calico,2014-06-15 19:12:00,1,3413
Alice,Spayed Female,Cat,4 months,Domestic Shorthair Mix,Orange Tabby,2014-01-21 16:02:00,0,3414
Shadow,Neutered Male,Cat,8 years,Domestic Shorthair Mix,Brown Tabby,2015-05-05 11:27:00,0,3415
,Intact Female,Cat,2 weeks,Domestic Shorthair Mix,Brown Tabby,2015-04-27 13:36:00,1,3416
Lily,Spayed Female,Dog,1 year,Australian Cattle Dog Mix,Blue Merle,2015-07-05 18:12:00,0,3417
Buddy,Neutered Male,Dog,4 months,Chihuahua Shorthair Mix,Brown/White,2014-04-03 17:53:00,0,3418
,Unknown,Cat,1 year,Domestic Longhair Mix,Orange Tabby/White,2015-01-30 09:00:00,1,3419
,Intact Male,Cat,2 weeks,Domestic Shorthair Mix,Black,2014-03-16 16:05:00,1,3420
Albright,Neutered Male,Dog,8 years,American Eskimo/Border Collie,Black/White,2015-05-13 12:13:00,0,3421
Preciouso,Neutered Male,Dog,2 years,Chow Chow Mix,Brown,2016-02-14 16:55:00,2,3422
,Neutered Male,Cat,2 years,Maine Coon Mix,Brown Tabby,2014-07-22 09:00:00,1,3423
Jazzie,Spayed Female,Dog,4 years,Chihuahua Shorthair Mix,White,2014-07-19 18:19:00,0,3424
Loo,Intact Female,Dog,1 year,Carolina Dog Mix,Tan/White,2016-01-25 00:00:00,1,3425
Texas,Neutered Male,Dog,2 years,Harrier Mix,Black/Tricolor,2015-07-11 00:00:00,2,3426
Diva,Spayed Female,Dog,9 years,Yorkshire Terrier,Tan/Silver,2014-12-01 16:19:00,2,3427
Haven,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Brown Tabby/White,2014-09-14 18:12:00,0,3428
Watson,Neutered Male,Dog,4 months,Pit Bull Mix,White/Tan,2013-10-20 18:09:00,0,3429
Dottie,Spayed Female,Dog,5 months,Chihuahua Shorthair,Brown/White,2014-03-30 19:05:00,0,3430
Denver,Neutered Male,Dog,1 year,Whippet Mix,Brown/Tan,2015-04-05 14:12:00,2,3431
Zoe,Spayed Female,Dog,3 years,Labrador Retriever/Pit Bull,White/Tan,2015-07-24 09:40:00,3,3432
Bizzy,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Black,2014-11-18 11:32:00,0,3433
,Intact Male,Cat,2 weeks,Domestic Shorthair Mix,Black/White,2015-06-26 17:13:00,1,3434
Daisy,Spayed Female,Cat,4 months,Domestic Shorthair Mix,Orange Tabby/White,2016-01-13 19:24:00,0,3435
Squirt,Neutered Male,Dog,12 years,Chihuahua Shorthair Mix,White,2015-07-15 13:14:00,2,3436
,Intact Male,Cat,4 months,Domestic Shorthair Mix,Gray Tabby,2015-06-03 08:34:00,3,3437
Cornbread,Neutered Male,Dog,2 months,Pug Mix,Tan/Black,2015-12-14 18:07:00,0,3438
,Intact Male,Cat,1 year,Domestic Shorthair Mix,Blue,2015-11-03 15:05:00,3,3439
Chester,Neutered Male,Cat,5 months,Domestic Shorthair Mix,Black Tabby,2014-08-31 15:45:00,0,3440
Toulouse,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,2015-10-11 16:48:00,0,3441
Skippy,Neutered Male,Dog,10 months,Dachshund Mix,Black,2014-11-05 17:00:00,0,3442
Rainey,Spayed Female,Dog,1 year,Beagle/Boxer,Brown Brindle,2013-12-13 17:24:00,0,3443
Daisy,Spayed Female,Dog,5 months,Boxer Mix,Brown/White,2013-12-23 18:03:00,0,3444
,Spayed Female,Cat,1 year,Domestic Shorthair,Tortie,2014-04-28 12:19:00,1,3445
,Intact Female,Cat,10 months,Domestic Shorthair Mix,Black/White,2015-06-14 09:00:00,1,3446
,Unknown,Cat,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,2015-07-19 14:25:00,1,3447
Cricket,Spayed Female,Dog,2 years,Flat Coat Retriever Mix,Black,2014-09-15 11:22:00,1,3448
Sadie,Spayed Female,Dog,9 years,Great Pyrenees Mix,White,2014-10-19 18:11:00,0,3449
Butters,Neutered Male,Cat,2 months,Manx Mix,Orange Tabby,2014-07-30 11:59:00,0,3450
,Intact Female,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,2015-07-03 09:00:00,1,3451
Radar,Neutered Male,Cat,13 years,Domestic Shorthair,Black/White,2014-11-15 16:38:00,2,3452
,Intact Female,Cat,4 weeks,Domestic Shorthair Mix,Black,2014-11-17 18:50:00,1,3453
,Intact Male,Cat,1 month,Domestic Shorthair Mix,Blue Tabby/White,2014-09-23 17:39:00,3,3454
Betty,Spayed Female,Dog,3 years,Chihuahua Shorthair/Dachshund,Black/White,2014-02-01 16:56:00,0,3455
Kodiak,Neutered Male,Dog,1 month,Beagle/German Shepherd,Black/Brown,2015-01-31 13:33:00,0,3456
Nala,Spayed Female,Cat,7 months,Domestic Shorthair Mix,Orange Tabby/White,2015-09-22 14:19:00,0,3457
,Intact Male,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,2015-10-06 09:00:00,1,3458
,Neutered Male,Dog,2 years,Chihuahua Shorthair Mix,Tan,2015-04-25 14:52:00,1,3459
Big Mac,Neutered Male,Dog,1 year,Miniature Poodle Mix,White,2015-02-24 11:22:00,0,3460
Corina,Spayed Female,Dog,5 years,Pit Bull Mix,Brown Brindle,2015-11-05 15:37:00,0,3461
Godzilla,Neutered Male,Dog,1 year,Cairn Terrier Mix,Tan,2014-12-05 17:41:00,2,3462
June,Spayed Female,Dog,2 years,Pit Bull Mix,Brown/White,2013-11-09 19:21:00,2,3463
Mr. Fuzzy,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Black,2015-12-13 13:07:00,1,3464
Willie,Neutered Male,Dog,3 years,Pit Bull Mix,Blue/White,2014-07-11 14:37:00,1,3465
Girl,Spayed Female,Dog,5 years,Anatol Shepherd/Great Pyrenees,Tricolor,2015-08-18 17:07:00,2,3466
,Spayed Female,Cat,7 months,Domestic Shorthair Mix,Calico,2015-12-11 10:18:00,4,3467
,Neutered Male,Cat,3 months,Domestic Shorthair Mix,Black,2015-06-20 07:57:00,0,3468
,Intact Female,Cat,3 weeks,Domestic Shorthair Mix,Orange Tabby/White,2014-10-22 17:40:00,1,3469
Chauncey,Intact Male,Dog,1 year,German Shepherd,Black/Tan,2015-08-09 15:18:00,1,3470
Cloud,Spayed Female,Dog,1 year,Labrador Retriever,White,2014-01-05 18:37:00,0,3471
Sandy,Intact Female,Cat,1 month,Domestic Shorthair Mix,Brown Tabby/White,2014-07-12 11:44:00,1,3472
,Intact Male,Dog,2 months,Yorkshire Terrier/Maltese,White,2014-02-09 14:59:00,1,3473
Bill,Intact Male,Dog,4 months,Dachshund/Chihuahua Shorthair,Red,2014-03-11 16:08:00,1,3474
Little Bit,Spayed Female,Dog,6 years,Dachshund Mix,Brown,2013-11-10 16:04:00,2,3475
Friskey,Neutered Male,Cat,8 months,Domestic Shorthair Mix,Brown Tabby,2013-11-08 14:05:00,0,3476
,Intact Male,Cat,2 years,Domestic Shorthair Mix,Black,2014-10-12 09:00:00,1,3477
Lucas,Neutered Male,Dog,2 years,Rat Terrier Mix,White/Black,2015-12-23 16:55:00,2,3478
Oreo,Neutered Male,Cat,2 years,Domestic Shorthair Mix,Black/White,2015-04-11 14:55:00,2,3479
Teddy,Neutered Male,Dog,2 years,Yorkshire Terrier Mix,Black/Tan,2015-12-28 17:00:00,1,3480
,Neutered Male,Cat,3 years,Domestic Shorthair Mix,Black/White,2015-06-20 18:42:00,3,3481
Bowser,Neutered Male,Dog,5 years,German Shepherd Mix,Brown/Black,2013-12-31 16:50:00,2,3482
Lady White,Spayed Female,Dog,2 months,Pit Bull Mix,Brown Brindle,2014-01-07 16:42:00,0,3483
,Intact Male,Cat,2 weeks,Domestic Shorthair Mix,Orange Tabby,2014-07-28 18:45:00,1,3484
T.C.,Neutered Male,Dog,4 years,Chihuahua Shorthair Mix,Black/White,2015-07-09 19:01:00,0,3485
Faith,Spayed Female,Dog,10 years,Bichon Frise Mix,White,2015-08-04 12:44:00,2,3486
Midge,Spayed Female,Dog,4 years,Chihuahua Longhair Mix,Brown/Tricolor,2015-03-16 11:07:00,2,3487
,Intact Male,Cat,4 days,Domestic Shorthair Mix,Cream Tabby/White,2014-05-21 13:47:00,1,3488
Simba,Neutered Male,Dog,2 years,Chihuahua Shorthair Mix,Gold,2014-06-05 18:23:00,2,3489
Molly,Spayed Female,Dog,2 years,Pit Bull Mix,White/Tan,2014-12-18 18:33:00,3,3490
,Intact Male,Cat,12 years,Domestic Shorthair Mix,Orange Tabby,2014-04-07 11:01:00,3,3491
Sabine,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Tortie,2015-06-16 09:24:00,0,3492
Yummie,Spayed Female,Dog,2 months,Manchester Terrier/Dachshund,Tricolor,2015-09-03 18:27:00,0,3493
Pippy,Spayed Female,Dog,9 months,Labrador Retriever Mix,Black/Brown,2016-01-23 17:44:00,2,3494
Baby Princes,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Black/White,2014-08-30 15:39:00,0,3495
,Intact Female,Cat,5 months,Domestic Shorthair Mix,White/Gray,2015-11-15 18:59:00,1,3496
,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Brown Tabby/White,2015-09-04 18:44:00,0,3497
Rufus,Intact Male,Cat,2 years,Domestic Shorthair Mix,Orange Tabby,2014-06-19 18:11:00,2,3498
Dali,Neutered Male,Dog,5 years,Australian Shepherd Mix,Blue Merle/White,2015-01-06 16:11:00,2,3499
,Intact Female,Cat,2 weeks,Domestic Shorthair Mix,Tortie,2014-04-01 18:51:00,1,3500
,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Orange Tabby,2015-11-08 13:06:00,0,3501
Cindy,Spayed Female,Cat,4 years,Maine Coon Mix,Brown Tabby/White,2014-06-05 18:57:00,0,3502
,Intact Male,Dog,4 days,Chihuahua Shorthair Mix,Chocolate/Tan,2014-09-30 12:14:00,1,3503
,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Orange Tabby,2014-10-06 16:43:00,1,3504
,Intact Female,Cat,10 years,Domestic Shorthair Mix,Cream Tabby/White,2014-06-12 12:23:00,3,3505
Tweak,Spayed Female,Cat,4 years,Domestic Shorthair Mix,Brown Tabby/White,2014-12-31 14:48:00,1,3506
Simba,Spayed Female,Cat,5 months,Domestic Medium Hair Mix,Brown Tabby/White,2015-10-22 17:19:00,0,3507
Dolly,Spayed Female,Dog,10 years,Chihuahua Shorthair Mix,Black,2015-03-26 18:17:00,1,3508
Jessie,Spayed Female,Dog,3 years,Pit Bull/Boxer,Brown/White,2014-02-12 12:56:00,0,3509
Tina,Spayed Female,Dog,7 months,Chihuahua Shorthair/Dachshund,Black/Tan,2015-09-29 07:59:00,0,3510
,Intact Female,Cat,3 months,Domestic Shorthair Mix,White/Chocolate Point,2015-07-26 09:00:00,1,3511
Copper,Neutered Male,Dog,3 months,Dachshund/English Foxhound,Tricolor,2015-03-10 18:07:00,0,3512
Fia,Spayed Female,Dog,2 years,Australian Kelpie Mix,Black,2015-08-20 18:19:00,0,3513
,Intact Male,Cat,1 month,Domestic Shorthair Mix,Black,2015-06-03 14:36:00,3,3514
,Intact Male,Cat,1 month,Domestic Shorthair Mix,Black/White,2014-06-23 14:10:00,1,3515
Tucker,Neutered Male,Dog,1 month,Labrador Retriever Mix,Tricolor,2014-08-01 16:40:00,0,3516
Fluffy,Neutered Male,Cat,8 years,Domestic Longhair Mix,White/Brown Tabby,2014-03-19 15:57:00,1,3517
,Intact Female,Cat,1 month,Domestic Shorthair Mix,Black,2014-10-28 11:30:00,3,3518
Glacie,Spayed Female,Dog,5 months,Catahoula Mix,Blue Merle/White,2015-03-30 12:07:00,0,3519
Bailey,Neutered Male,Dog,11 months,Miniature Poodle Mix,White,2013-10-31 17:26:00,2,3520
Drew,Neutered Male,Cat,1 month,Domestic Shorthair,Black/White,2014-12-26 10:01:00,0,3521
Riley,Neutered Male,Dog,9 years,Doberman Pinsch,Red/Tan,2014-07-23 14:05:00,3,3522
Lucy,Spayed Female,Dog,1 year,Labrador Retriever Mix,Yellow/White,2014-11-30 14:21:00,1,3523
Frankie,Neutered Male,Dog,3 years,Dachshund Mix,Red,2015-03-10 15:17:00,0,3524
Rosie,Spayed Female,Dog,5 years,Pit Bull Mix,Tan/White,2014-09-12 08:18:00,0,3525
Gidget,Spayed Female,Dog,1 year,American Staffordshire Terrier Mix,Blue/White,2014-03-29 17:01:00,0,3526
Jade,Spayed Female,Dog,4 years,Pit Bull Mix,White/Tan,2015-01-20 13:35:00,2,3527
Mary,Spayed Female,Dog,6 months,Chihuahua Shorthair/Dachshund,Tan,2014-03-14 10:02:00,0,3528
Andi,Spayed Female,Dog,3 years,Chihuahua Shorthair Mix,White/Tan,2014-02-03 13:25:00,0,3529
Melindra,Intact Female,Cat,1 week,Domestic Longhair Mix,Blue Tabby,2016-01-29 18:48:00,1,3530
Lady,Spayed Female,Dog,10 years,Chihuahua Shorthair Mix,White/Black,2015-10-26 18:29:00,2,3531
Sugar,Spayed Female,Cat,1 year,Siamese Mix,Tortie Point/Lynx Point,2015-11-16 14:16:00,1,3532
Cheesy Puff,Neutered Male,Dog,2 years,American Bulldog Mix,White/Brown Brindle,2014-12-27 11:14:00,1,3533
Phyllis,Spayed Female,Dog,4 years,Golden Retriever/Chow Chow,Red,2014-04-18 12:49:00,0,3534
Chiquita,Spayed Female,Dog,7 months,Chihuahua Shorthair Mix,Cream,2014-12-07 17:22:00,2,3535
,Intact Female,Cat,1 year,Domestic Medium Hair Mix,Brown Tabby/White,2013-12-03 15:46:00,1,3536
Otis,Neutered Male,Dog,1 year,Labrador Retriever Mix,Yellow,2015-11-22 18:28:00,0,3537
,Intact Male,Cat,1 month,Domestic Shorthair Mix,Orange Tabby/White,2015-07-14 16:15:00,3,3538
,Intact Female,Cat,10 months,Domestic Shorthair Mix,Brown Tabby,2013-11-18 15:37:00,1,3539
Minnie,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,2015-07-18 18:51:00,0,3540
Mary Jane,Intact Female,Dog,3 years,Plott Hound Mix,Black/Tan,2014-10-14 12:41:00,1,3541
,Intact Male,Cat,1 year,Domestic Shorthair Mix,Black,2014-10-05 09:00:00,1,3542
Gabby,Spayed Female,Dog,3 years,Chihuahua Shorthair Mix,White/Tan,2014-02-04 17:33:00,0,3543
,Intact Female,Dog,8 years,Pit Bull Mix,White/Brown Brindle,2014-11-21 15:20:00,1,3544
Dilute,Spayed Female,Cat,4 months,Domestic Medium Hair Mix,Tortie,2015-07-18 18:29:00,0,3545
Milo,Intact Male,Cat,2 years,Domestic Shorthair Mix,Blue Tabby,2015-12-26 14:01:00,2,3546
Seven,Spayed Female,Dog,1 month,Labrador Retriever/Australian Shepherd,Black/White,2014-07-09 18:22:00,0,3547
Hailey,Spayed Female,Dog,2 years,German Shepherd Mix,Brown/Black,2015-09-23 18:20:00,0,3548
,Spayed Female,Cat,4 years,Domestic Shorthair Mix,Black/Chocolate,2014-03-22 18:17:00,2,3549
Waylon,Neutered Male,Dog,3 years,English Foxhound,Brown,2014-01-10 17:58:00,0,3550
,Intact Male,Dog,4 years,Miniature Poodle Mix,White,2014-08-12 12:17:00,3,3551
Cheyenne,Intact Female,Dog,4 months,Pit Bull Mix,Blue/White,2014-07-23 08:36:00,3,3552
Champ,Neutered Male,Dog,17 years,Boston Terrier,Black/White,2015-08-11 16:26:00,2,3553
Tabbie,Neutered Male,Cat,18 years,Domestic Shorthair Mix,Black,2013-12-19 13:19:00,3,3554
,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Blue Tabby/White,2014-08-03 17:42:00,0,3555
Hercules,Neutered Male,Dog,1 year,Pit Bull Mix,Tan,2014-08-10 11:43:00,2,3556
,Unknown,Cat,2 years,Domestic Shorthair Mix,Orange Tabby/White,2015-03-28 09:00:00,1,3557
Joy Smeagle,Neutered Male,Dog,2 years,Pekingese Mix,Brown/White,2015-12-27 17:03:00,0,3558
Lady Red,Intact Female,Dog,3 years,Pit Bull Mix,White/Brown,2014-11-25 18:13:00,2,3559
,Intact Female,Cat,5 months,Domestic Shorthair Mix,Brown Tabby,2014-02-01 16:12:00,3,3560
,Intact Female,Cat,1 weeks,Domestic Shorthair Mix,Buff,2015-09-17 12:21:00,1,3561
Alix,Spayed Female,Cat,6 months,Domestic Shorthair Mix,Black Smoke/White,2014-03-04 10:06:00,0,3562
Rocket,Neutered Male,Dog,9 months,Australian Kelpie Mix,Black/White,2015-02-02 11:49:00,0,3563
Polonius,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Blue Tabby/White,2015-10-17 19:13:00,0,3564
Franklin,Neutered Male,Dog,9 years,Dachshund Mix,Black/Brown,2014-03-29 11:26:00,2,3565
Dino,Intact Male,Dog,2 years,Australian Shepherd Mix,Brown Merle/White,2015-11-27 14:06:00,2,3566
,Neutered Male,Cat,2 years,Domestic Longhair Mix,Black/White,2015-03-26 15:56:00,4,3567
,Intact Female,Cat,8 months,Domestic Shorthair Mix,Calico,2014-03-26 15:51:00,1,3568
Pierre,Neutered Male,Dog,8 years,Miniature Poodle Mix,White,2013-11-26 19:10:00,2,3569
,Intact Female,Dog,1 month,German Shepherd Mix,Black/Tan,2015-06-18 13:32:00,1,3570
Smokey,Intact Female,Cat,1 month,Domestic Shorthair Mix,Black Smoke,2014-07-20 14:09:00,1,3571
Honey,Spayed Female,Dog,8 months,Pit Bull Mix,Brown/White,2013-12-05 13:40:00,0,3572
,Neutered Male,Cat,10 years,Domestic Longhair Mix,Cream Tabby,2015-02-10 13:17:00,3,3573
Stella,Spayed Female,Cat,2 years,Domestic Shorthair Mix,Brown Tabby/White,2015-11-19 17:57:00,0,3574
,Intact Female,Dog,1 month,German Shepherd Mix,Black/Brown,2014-12-11 14:52:00,1,3575
Snickers,Spayed Female,Dog,14 years,Chihuahua Longhair,Black/Brown,2015-02-18 15:29:00,2,3576
,Neutered Male,Dog,3 months,German Shepherd Mix,Brown,2013-11-01 17:51:00,0,3577
,Intact Male,Dog,15 years,Chihuahua Shorthair Mix,Black/Tan,2015-10-17 11:42:00,1,3578
Sadie,Spayed Female,Dog,9 months,Black Mouth Cur Mix,Brown,2016-01-25 14:08:00,1,3579
